,GBC_PC1_ztstat,GBC_PC2_ztstat,GBC_PC3_ztstat,GBC_PC4_ztstat,GBC_PC5_ztstat
AC112641.2,0.329221843,-0.043118945,0.165357543,0.07323437,0.196970564
AC113191.1,-0.028727829,0.073336465,-0.116208342,0.058065248,0.009049421
AC114947.2,-0.110057414,0.029802344,0.060558346,-0.035260204,-0.022933757
AC115090.1,-0.184531094,0.072106038,-0.166064519,0.1256203,-0.044907984
AC116165.2,0.417893371,-0.332071266,0.186743074,-0.19030083,-0.085738431
AC116334.1,-0.15666121,0.202483454,0.016407201,0.262173673,0.449193423
AC116655.15,0.189314902,-0.102019022,0.070851441,-0.006651928,0.031164568
AC117392.3,0.015268664,0.042464919,0.005181008,0.1349684,0.046576746
AC117460.2,-0.117390942,0.165412948,-0.2336905,0.265567171,-0.070435653
AC120024.1,0.238298855,-0.025552606,0.202217696,-0.024737185,0.166121421
AC120045.5,-0.197910856,-0.155466773,0.093378216,-0.101418377,-0.116264272
AC120114.2,0.014557849,0.12676344,-0.007408514,0.200035169,0.233173783
AC125232.1,-0.353542399,0.155994756,-0.202994317,0.04044279,-0.079074822
AC126544.1,-0.269303693,-0.001238036,-0.010439966,-0.154325039,-0.206661779
AC128683.1,0.184248444,-0.036030234,0.097485728,-0.069098963,0.086806293
AC130416.1,-0.193516726,0.279152128,-0.299880887,0.257590974,0.08185005
AC130416.2,-0.381730225,0.167298264,-0.212544959,0.170258834,-0.160057453
AC130454.1,0.122414908,0.143432371,-0.140052293,0.260133554,0.231914321
AC130686.2,0.174708792,-0.004608248,-0.043728978,0.027766743,-0.097708116
AC131238.1,-0.138067271,0.101221014,-0.016016965,0.145686373,0.235032657
AC132186.2,0.163962562,-0.279931072,0.392761855,-0.309370958,-0.065495832
AC132812.1,0.11158727,-0.040288936,0.043313823,-0.008349966,0.035649437
AC133485.2,-0.277501631,-0.048003327,-0.0318907,-0.006039059,-0.083066465
AC134312.1,-0.113057612,-0.001751817,0.063427704,0.040824782,-0.021374021
AC134982.1,0.012983704,-0.00992396,-0.008988598,-0.032076794,-0.019866578
AC135050.2,0.115534856,-0.075269617,0.14180597,-0.06991187,0.104677893
AC135178.1,0.041851877,0.013057017,0.0662296,-0.054686692,0.051931655
AC135457.2,0.239411345,-0.154693502,-0.036429619,0.067730168,0.029652714
AC135457.3,0.262171298,-0.071156925,0.123140503,-0.040627473,-0.025073069
AC135592.2,-0.076044384,0.010970941,0.007600719,-0.101022856,-0.135800443
AC135731.1,-0.014996651,-0.130793009,0.062459436,-0.086653687,-0.086990722
AC135983.8,-0.406630854,0.11512348,-0.192317459,0.058141871,0.013675109
AC135995.5,-0.239659371,-0.086254319,0.015880882,-0.030521998,-0.113448381
AC136443.1,-0.357663319,-0.023999268,-0.132373379,-0.044953197,-0.178561408
AC136604.1,-0.123364198,0.094290367,-0.12834216,0.14460029,0.027895095
AC136632.1,0.136758538,0.007351505,0.188484177,-0.007174031,0.158356875
AC138028.2,-0.080479841,0.000758629,-0.000834606,0.009422431,0.015761196
AC138472.2,0.029762087,0.063523026,-0.037928492,0.069766169,-0.001788616
AC138894.3,-0.280223562,0.156955965,-0.071884994,0.24167715,0.13564985
AC138951.4,-0.238514429,0.109367882,-0.108934729,-0.009727294,-0.078003867
AC139099.1,-0.036301812,-0.079424449,-0.070715697,0.053390517,-0.075589822
AC139768.2,0.22352174,-0.264451656,0.281841487,-0.075941414,0.221892676
AC140481.7,0.019462728,0.105436736,-0.038849022,0.107690248,0.205161622
AC141586.5,-0.259879384,0.169650267,-0.109384033,0.003736147,0.032892971
AC144830.1,-0.106828576,-0.20346126,0.131326404,-0.289456119,-0.25963907
AC145098.2,0.114239727,-0.02741362,0.094847587,0.010824006,0.165774916
AC147055.1,0.012065026,0.04590545,-0.066506301,0.190061741,0.151038149
AC152006.2,0.190368833,-0.162348651,0.003014851,0.160382555,0.115936378
AC174470.1,0.421772462,-0.084721524,0.16957915,0.010144087,0.120730439
AC183087.2,0.382302029,-0.106335829,0.137022417,0.083412347,0.205291111
AC217771.1,0.049980757,-0.11832572,0.048223557,0.018331193,-0.005108824
AC217773.2,0.272454401,-0.020022434,-0.014929173,0.078349894,0.099941016
AC226150.1,0.095014982,-0.102031809,0.070326192,0.000968229,-0.021635085
AC233723.1,-0.340294347,0.112464077,0.00722037,0.084800353,0.118624773
ACAA1,0.229697093,0.034155488,0.012900502,0.083079434,0.14379804
ACAA2,0.326411795,-0.14241509,0.07103171,0.072535309,0.106377971
ACACA,0.147727325,0.100391032,-0.16755007,0.18296985,0.144793539
ACACB,0.256190198,-0.147485541,0.296760999,-0.218607052,-0.045506768
ACAD10,0.130303344,-0.055604503,-0.035529911,0.046825861,0.006747557
ACAD11,-0.163602508,0.105283093,-0.029362394,0.060521506,0.135122753
ACAD8,0.082513103,-0.026055475,0.029226496,0.066843044,0.032560735
ACAD9,0.262554612,0.018061621,-0.063470235,0.157991352,0.150600246
ACADL,0.156002222,0.052672911,-0.152656663,0.20504458,0.067711645
ACADM,-0.20490882,0.081381147,-0.013497455,0.061790757,0.173225609
ACADS,0.343704714,-0.029885477,0.092814295,-0.045077638,0.057381683
ACADSB,-0.140188024,0.116427012,-0.212414017,0.145907485,0.104408437
ACADVL,0.29457331,-0.037269012,0.029278964,0.082215712,0.070968289
ACAN,-0.29050891,0.117926113,-0.078679146,0.106280235,0.19051861
ACAP1,0.26786396,0.003170249,0.043724665,0.022101,0.179473026
ACAP2,-0.162693081,0.109445856,-0.087140505,0.048803089,0.073801109
ACAP3,-0.032526326,0.011336907,-0.095804821,-0.085595527,-0.20542081
ACAT1,0.21125529,0.107749749,-0.070189063,0.191437675,0.26361622
ACAT2,0.31325658,-0.005899687,0.044177559,0.102735786,0.090283467
ACBD3,0.145845996,-0.089604211,0.1394544,0.008925289,0.069811873
ACBD4,0.032946579,0.011055462,-0.008447825,0.04347316,-0.014546217
ACBD5,0.024020627,0.005146104,0.009451072,-0.002291163,0.002623566
ACBD6,0.121870577,0.075936075,-0.043696947,0.187047841,0.160117901
ACBD7,0.101877102,0.019983912,-0.151723155,0.076729653,-0.00200865
ACCN1,0.316856063,-0.068084232,-0.060728754,0.167634042,0.00667547
ACCN2,-0.097649947,0.082091147,-0.207169783,0.116251717,-0.054456846
ACCN3,-0.020077951,-0.020379951,-0.012521902,0.019976303,0.041156915
ACCN4,0.100807239,-0.080354027,0.150859814,-0.189714539,-0.201175247
ACCN5,,,,,
ACCS,0.147414723,0.00891282,-0.111953283,0.053768564,-0.037166732
ACCSL,-0.138421557,0.334260774,-0.14656182,0.377226159,0.433521699
ACD,0.089165386,-0.074109878,0.187377173,-0.076211616,-0.011312779
ACE,0.201738165,-0.095478629,0.150460475,0.029103261,0.306578607
ACE2,0.154594832,-0.016769655,-0.139649431,0.058476974,-0.209489569
ACER1,0.182530038,-0.087577609,0.049086782,-0.02896061,-0.076364505
ACER2,0.005633713,0.116052151,0.014232738,-0.028706727,-0.013077907
ACER3,-0.056472207,0.109098221,0.130013264,-0.058860871,0.147540094
ACHE,0.197381062,0.047103131,0.147375642,0.113224891,0.426022106
ACIN1,-0.29496841,0.132083489,-0.164988684,0.01691635,0.048116811
ACLY,-0.074076409,0.019299312,0.083871617,0.045166756,0.049174274
ACMSD,0.162285471,-0.402824816,0.162333617,-0.157770949,-0.092379475
ACN9,0.230838242,0.017256264,0.001941606,0.202919892,0.286162655
ACO1,0.050393279,0.058616131,-0.127673293,0.278590907,0.217933452
ACO2,0.371879694,-0.129006337,0.072330691,0.045387947,0.106525432
ACOT11,0.17746603,-0.014150432,-0.001870608,0.09389946,0.184067419
ACOT12,0.115900563,-0.047152101,-0.126276832,0.104372634,-0.053525493
ACOT13,0.315502925,-0.135089065,0.295280189,-0.025711779,0.073675185
ACOT2,0.370481898,-0.165839189,0.042406139,0.060595841,-0.053806406
ACOT4,0.257517966,-0.017337352,0.072242037,0.088010672,0.070234565
ACOT6,0.013079551,0.120193198,-0.17400294,0.202157667,-0.021828702
ACOT7,0.365562799,-0.009264939,0.057567368,0.114544824,0.128434104
ACOT8,0.459184662,-0.044848694,0.101963193,0.023919259,0.125706099
ACOT9,0.103375165,0.12048232,-0.095147173,0.220445338,0.152151741
ACOX1,-0.036837628,0.093420347,-0.259088436,0.123822297,0.051623505
ACOX2,0.474640403,-0.237387091,0.185443334,-0.056989955,0.028446909
ACOX3,0.392538302,-0.133300305,0.153278044,-0.030293338,-0.015423624
ACOXL,0.186216843,-0.011913537,-0.034262362,0.216620472,0.204392507
ACP1,0.045842651,0.125869568,-0.221111634,0.212687357,-0.045430791
ACP2,0.219502506,0.029043674,0.051941787,0.035005829,0.151396128
ACP5,0.126634915,0.099973556,-0.089870031,0.189895318,0.128720351
ACP6,-0.070466734,-0.060367055,-0.046546504,0.067904457,0.029382181
ACPL2,-0.335335511,0.022256326,-0.080309207,0.145287211,0.125672283
ACPP,0.205162517,-0.173897626,0.104155828,-0.071077153,-0.038307183
ACPT,0.319155832,-0.26982586,0.195080047,-0.184438908,-0.117484402
ACR,0.169057,-0.054403618,0.260365311,-0.043935919,0.105982969
ACRBP,0.08389766,-0.016264135,-0.081116761,0.035079571,-0.037249238
ACRC,-0.042776904,-0.095106142,0.023187521,-0.0040019,-0.13134564
ACRV1,0.170564137,-0.116063927,0.188729522,-0.00543213,0.281821619
ACSBG1,0.213051497,-0.048214821,-0.071437938,-0.038830421,-0.0582604
ACSBG2,0.063223368,-0.056438638,0.035107698,0.149124811,0.271744466
ACSF2,0.378275556,-0.100486591,0.043754422,-0.020886685,-0.026917655
ACSF3,0.099936976,0.061550293,0.183626083,0.008490598,0.253731287
ACSL1,0.001687734,0.162943089,0.004058261,0.048319865,0.179294659
ACSL3,-0.240250144,0.040282547,0.058917759,-0.028914857,0.050959715
ACSL4,0.310023874,-0.064236681,0.013696529,0.078324697,-0.038432759
ACSL5,-0.005142793,-0.022595605,0.051014403,-0.087336197,-0.079276871
ACSL6,-0.238890686,0.127860054,-0.101911797,0.13885362,0.21109961
ACSM1,-0.099738276,0.030243286,-0.035433555,-0.052740336,-0.190705507
ACSM2,0.406557654,-0.396784719,0.33141613,-0.318824209,-0.077303162
ACSM2A,0.078521072,-0.012911919,-0.088214684,0.058232383,0.042157934
ACSM3,0.174488501,0.01205474,0.071679219,0.048896748,-0.034161616
ACSM4,,,,,
ACSM5,0.344263727,-0.273259003,0.223193405,-0.197789595,0.05747249
ACSS1,0.314222505,-0.111489646,0.132678606,-0.099585296,-0.001248062
ACSS2,0.112373267,0.020685786,0.034866849,0.06502186,0.11601685
ACSS3,0.32834885,-0.060906672,0.053511541,-0.121370949,0.024433542
ACTA1,0.363266346,-0.018078811,0.137922733,0.159609716,0.27212987
ACTA2,0.096430113,-0.006945785,0.069676686,0.088471891,0.140338705
ACTB,0.248602411,0.02090894,-0.000996607,0.083900652,-0.060890581
ACTBL2,0.086288089,-0.107120429,0.062396521,-0.076927606,-0.060478077
ACTC1,0.452772266,-0.085470692,0.196887806,0.033452691,0.300326578
ACTG1,0.298887793,-0.066490616,-0.060222783,0.115891753,-0.023189482
ACTG1P4,0.112429819,-0.062961817,0.02000982,0.052840649,-0.048826316
ACTG2,0.112150971,0.015688539,0.047199168,0.077283256,0.154758475
ACTL6A,0.115814956,0.128603749,0.002239956,0.091587778,0.22483289
ACTL6B,0.011681632,0.127874671,-0.029517134,0.137200795,0.089626707
ACTL7A,0.013734709,-0.169210295,0.011713468,-0.094430232,-0.367170647
ACTL7B,-0.418393092,0.329281554,-0.197367206,0.397741181,0.121545551
ACTL8,-0.154475235,0.148264154,-0.170813275,0.128538992,0.02680689
ACTL9,0.005218868,-0.033338324,-0.097363908,0.026565639,-0.204656994
ACTN1,0.100857782,-0.034897059,-0.03503124,0.002091391,-0.187789381
ACTN2,0.12274123,0.149880067,0.001272742,0.116837216,0.097607214
ACTN3,0.043422587,-0.047898927,0.10332479,-0.045083701,0.030121638
ACTN4,-0.07850213,0.081253349,0.151843896,-0.168221123,0.1576192
ACTR10,0.360955131,-0.054484382,-0.021101486,0.118696926,0.032752055
ACTR1A,0.268996011,0.028345987,-0.009637691,0.174037123,0.163308992
ACTR1B,-0.070007447,0.06947167,0.150401776,-0.057046752,0.125863723
ACTR2,-0.165759688,0.077930752,-0.056714038,0.03001869,-0.037546686
ACTR3,-0.01323897,0.056507207,-0.125164212,0.121122306,-0.127305435
ACTR3B,0.321002055,-0.086387751,-0.012483058,0.074753536,-0.071649942
ACTR3BP2,0.18972375,-0.021088644,-0.003813144,-0.012373474,-0.147148567
ACTR5,-0.065280415,-0.018940708,0.036064493,-0.096234389,-0.159540451
ACTR6,-0.035703433,0.088732036,0.074170337,0.069158112,0.133877498
ACTR8,0.151519077,0.039495602,0.049415601,0.090893193,0.156498808
ACTRT1,0.094404361,-0.035586369,0.114005358,0.068035493,0.303478522
ACTRT2,-0.241547801,0.272178357,-0.25054516,0.112585955,-0.203995309
ACVR1,-0.118699823,0.09766435,-0.138730936,0.172637769,0.114595723
ACVR1B,-0.080261505,0.150336187,-0.140155032,0.031648203,-0.010279093
ACVR1C,-0.237926568,0.047130043,0.034980705,0.11947017,0.249884512
ACVR2A,0.200852986,-0.105190893,-0.039172275,-0.01912037,-0.201009577
ACVR2B,0.165345751,-0.046589062,-0.037504065,0.069438344,-0.128245862
ACVRL1,0.110007464,0.078249643,0.224379581,0.003586613,0.33235239
ACY1,0.125184635,0.056235021,0.00308842,0.135834955,0.17438096
ACY3,0.092305584,0.204835006,-0.088055583,0.165974968,0.099308602
ACYP1,-0.062151219,0.027869409,-0.09927102,0.252965207,0.130308355
ACYP2,-0.142631996,0.079076309,0.058018852,0.094324209,0.29359557
AD000671.1,0.077434581,-0.021331012,0.101311175,-0.024788765,0.040494825
ADA,0.136580442,0.050672747,0.078030234,-0.072649537,0.031668298
ADAD1,-0.107843363,-0.15826947,-0.019196448,-0.257867686,-0.43107067
ADAD2,-0.237417326,0.128820626,-0.329142015,0.375331218,-0.048427192
ADAL,-0.04245245,0.121137706,-0.061960897,0.235514368,0.244748633
ADAM10,-0.129085701,0.255573931,-0.31137266,0.236039932,0.147490736
ADAM11,0.256655606,-0.114081968,0.263953185,-0.144257369,0.089402581
ADAM12,-0.29399557,0.060721204,-0.000795851,-0.065430986,-0.08533288
ADAM15,-0.218060935,0.162298969,-0.009068257,0.040967927,0.153578176
ADAM17,-0.055000587,0.099203144,-0.112095833,0.214330147,0.068247704
ADAM19,0.075083442,0.060217975,-0.016175234,-0.055608258,-0.125390055
ADAM2,-0.328290465,0.25278243,-0.505678433,0.559298597,0.190493238
ADAM20,-0.132961253,-0.066116778,0.023617347,-0.127651223,-0.112464451
ADAM21,-0.380810837,0.267680019,-0.079283566,0.223500954,0.122069365
ADAM22,-0.293483049,0.244752509,-0.174113407,0.115377263,0.139435541
ADAM23,-0.176429986,0.120773597,0.043050149,-0.032960438,0.172433231
ADAM28,0.235801555,0.065960617,-0.125210106,0.096225892,0.133501348
ADAM29,0.047557396,-0.037990399,0.001274389,0.029761133,0.036901221
ADAM30,0.249810117,-0.07741635,0.20666294,0.164054372,0.457626935
ADAM32,-0.045201973,-0.012843671,0.099209294,-0.021936288,0.07488923
ADAM33,0.142285108,-0.048503792,0.111722911,-0.024227654,0.143307313
ADAM5P,-0.276523233,0.032553487,0.008921618,-0.016273156,0.038699954
ADAM6,-0.069453966,0.037362403,-0.133806787,0.13475394,-0.003506379
ADAM7,0.036508405,0.049247294,-0.050796349,0.077515942,0.058699409
ADAM8,-0.049313421,-0.042179567,-0.113308745,0.030949363,-0.066347273
ADAM9,-0.145903466,0.067542672,-0.006770016,-0.029134551,0.016539844
ADAMDEC1,-0.286853809,0.06295411,-0.131961953,0.130910618,-0.019819622
ADAMTS1,-0.007154379,0.116222186,0.105285592,0.006075649,0.172703662
ADAMTS10,0.132515783,-0.017950668,0.155234926,-0.012192336,-0.000586803
ADAMTS12,-0.008271169,0.180207741,-0.085050323,0.306757504,0.211844965
ADAMTS13,-0.291196549,0.13093693,-0.032435975,-0.065435124,-0.060875078
ADAMTS14,-0.160940642,0.066514191,0.054194081,-0.114321971,-0.015597234
ADAMTS15,-0.405409269,0.400685802,-0.319467727,0.304146699,-0.04657835
ADAMTS16,-0.221341531,0.129174989,-0.183357849,-0.012043831,-0.323725994
ADAMTS17,0.087035373,-0.294982804,0.216657566,-0.224199921,-0.027199238
ADAMTS18,-0.174205506,0.117232057,-0.107466167,0.119209715,0.010991064
ADAMTS19,0.376430657,-0.161246008,0.123908792,0.060425441,0.122111216
ADAMTS2,0.155728446,-0.03922354,0.141896282,0.103338767,0.276522352
ADAMTS20,,,,,
ADAMTS3,0.328304926,-0.024719713,0.098760014,0.087947198,0.114940858
ADAMTS4,-0.102935245,0.224227509,-0.065383759,0.134589218,0.195721577
ADAMTS5,-0.132472913,0.105569689,0.147080454,-0.007876185,0.290500918
ADAMTS6,0.102819234,0.124845278,0.060563273,-0.132107372,0.010689451
ADAMTS7,-0.004079915,-0.045646985,0.049345193,-0.10538627,-0.057657817
ADAMTS8,0.138788541,0.107037949,-0.088883113,0.001440876,-0.02480321
ADAMTS9,0.292776327,-0.004135305,-0.067306814,0.203588924,0.216808112
ADAMTSL1,-0.343370455,0.005524862,-0.119353859,-0.041672811,-0.280859451
ADAMTSL2,0.302355373,0.001930674,-0.017427984,0.216748871,0.195016776
ADAMTSL3,0.292526039,0.00585515,0.037656677,0.099267454,0.286612888
ADAMTSL4,-0.06303888,-0.105510779,0.028695841,-0.014639478,-0.063460256
ADAMTSL5,0.181580409,-0.063549647,0.232932557,-0.0986586,-0.06794753
ADAP1,0.364692992,-0.051299331,0.085524762,-0.002480728,0.213743745
ADAP2,0.283170674,0.050685054,-0.039444672,0.111332067,0.160848437
ADAR,-0.016524812,0.113955882,-0.164800696,0.237952971,0.053398995
ADARB1,0.03514356,-0.045740686,0.012547897,-0.054953904,-0.054655749
ADARB2,-0.047629004,0.033255665,0.113838014,-0.109941588,0.036844457
ADARB2-AS1,0.058967785,-0.026523223,-0.10444431,0.122490281,0.013241952
ADAT1,0.12064543,0.086446177,0.006373708,0.101010124,0.254471603
ADAT2,0.035148914,-0.028442926,0.044224293,0.10527312,0.02619394
ADAT3,0.17066337,0.022508498,-0.042376719,0.019265873,0.129682517
ADC,0.310317153,0.013712373,0.019223007,0.147204035,0.179704308
ADCK1,0.085534948,0.120218455,-0.041477274,0.053395572,0.101962478
ADCK2,0.301321616,-0.000851105,0.088372674,0.109671421,0.098865927
ADCK4,0.146348478,-0.036711384,0.066490729,-0.037234025,-0.050623894
ADCK5,0.199779809,-0.014764047,-0.00840687,0.045623411,-0.04792426
ADCY1,0.015690281,0.041387306,0.10445988,0.01250595,0.240060963
ADCY10,-0.184554766,0.117573462,-0.197820032,-0.039931713,-0.276868791
ADCY2,0.264117855,0.030161292,-0.09050369,0.261920822,0.115001715
ADCY3,-0.365070029,0.274819281,-0.286537901,0.208841628,0.01659185
ADCY4,0.131307776,0.069833971,0.236556724,0.021304737,0.354167966
ADCY5,0.237370025,0.007979385,-0.008021275,0.053264835,0.156764691
ADCY6,0.076225508,-0.052092591,-0.01255413,0.127087088,0.078976288
ADCY7,0.299254923,-0.00389504,0.03893072,0.09154641,0.039497345
ADCY8,-0.058155162,-0.015705529,0.035375955,-0.028577648,0.021876394
ADCY9,-0.270259794,0.018959672,0.010891443,-0.156898381,-0.085976445
ADCYAP1,0.144018311,-0.042314855,0.291612432,0.060539972,0.228161585
ADCYAP1R1,0.234293545,-0.056886675,-0.122981772,0.107890254,0.060555718
ADD1,-0.154016384,0.109228034,-0.110633877,0.126197701,0.127264389
ADD2,0.176763895,-0.048672278,0.024322876,-0.142086465,-0.129607769
ADD3,0.230872351,-0.028962856,-0.062290525,0.048755128,0.031924384
ADFP,0.035046297,-0.031749161,-0.143750567,-0.00433282,-0.15294058
ADH1B,0.367427841,-0.013312941,0.05168921,0.072622283,0.267748376
ADH1C,0.141589751,-0.126310378,0.18383056,-0.060168638,0.14566369
ADH4,0.116461012,-0.008249353,0.123473905,0.149232222,0.42988999
ADH5,0.374144776,-0.238977802,0.074767769,0.039959547,-0.080611656
ADH6,0.253979422,0.074517745,0.017011789,0.222308268,0.400066471
ADHFE1,0.256200973,-0.056680273,-0.058241763,0.093311944,0.088259027
ADI1,0.370940572,-0.136325187,0.00808336,0.049241776,-0.009065595
ADIG,0.204242658,-0.018608084,-0.084413078,0.042566194,-0.096422149
ADIPOQ,0.032234506,-0.239706385,0.204621183,-0.148636924,-0.058348985
ADIPOR1,0.019360759,-0.021706859,0.017760154,-0.090995716,-0.222619477
ADIPOR2,-0.025571774,0.163471996,-0.083379235,0.117103114,0.190773211
ADK,0.388305437,-0.051668557,0.107496434,0.095834535,0.133805519
ADM,-0.185092157,0.13210863,0.029667188,0.004888422,0.151677272
ADM2,-0.068290227,-0.024196355,0.022146164,-0.080730068,-0.033983316
ADNP,-0.172345879,0.022532918,-0.118273279,0.051726305,-0.123762546
ADNP2,-0.035427489,-0.007418717,-0.001096064,-0.006549714,-0.106463209
ADO,-0.168021499,0.135224366,0.028334204,0.041295059,0.166844173
ADORA1,0.131277937,0.026687337,0.151649877,0.007104463,0.228959068
ADORA2A,0.056927457,-0.097203219,0.167404933,-0.029206885,0.154844827
ADORA2B,0.396893659,-0.190333853,0.095268565,-0.003972679,0.046680517
ADORA3,0.107053018,0.023724425,-0.067828778,0.04807357,0.016101902
ADPGK,0.102975991,0.016355788,0.020000569,0.114803075,0.173484897
