,GBC_PC1_ztstat,GBC_PC2_ztstat,GBC_PC3_ztstat,GBC_PC4_ztstat,GBC_PC5_ztstat
MMP28,0.286783396,-0.024940626,0.020323756,0.138037079,0.128888726
MMP3,-0.319485858,0.00924599,-0.058497654,0.052296763,0.033307801
MMP7,-0.111666838,0.187763533,0.074698868,0.142502104,0.446043569
MMP8,,,,,
MMP9,0.071007344,0.005563123,0.001445615,0.093466112,0.073195542
MMRN1,-0.288742724,0.13637323,-0.086003851,-0.090656988,-0.27676289
MMRN2,0.184991491,-0.111259162,0.127039866,-0.085603778,0.013495291
MMS19,0.139988667,0.037974713,-0.04200971,0.141254763,0.020173014
MN1,0.175044439,0.002617153,0.153221158,-0.083066535,0.245885099
MNAT1,0.043166185,-0.088660436,0.088895767,-7.41E-05,-0.039103031
MND1,0.305421356,-0.059106053,0.272137587,-0.103592513,0.105469517
MNDA,0.143018073,0.119298776,-0.11870786,0.133624424,0.157052748
MNF1,0.382977629,-0.10781159,-0.00391623,0.122438742,-0.006616192
MNS1,-0.038183579,0.142514111,-0.083841091,0.115017664,0.315575297
MNT,-0.125400098,-0.126134918,-0.038070194,-0.105408754,-0.339713166
MNX1,0.131321977,-0.272417994,-0.012108727,-0.21093991,-0.42492684
MOAP1,0.155944114,0.004929711,0.044164533,0.078161917,0.121959106
MOB1A,-0.151834563,0.20796157,-0.277365264,0.232205703,0.15689055
MOB2,0.129752075,0.025589472,0.20435303,0.019206262,0.287434223
MOBKL1A,0.399355679,-0.120173067,0.047802854,-0.029674562,-0.087314817
MOBKL2A,0.214126768,-0.098339101,-0.031271511,0.069878702,0.023690527
MOBKL2B,0.136465125,0.096351061,0.20322297,-0.030285878,0.232209937
MOBKL2C,0.264779935,-0.05382975,0.120628976,0.060627265,0.356251182
MOBKL3,0.098867132,-0.084295657,0.073505921,0.104645259,0.194712834
MOBP,-0.228391485,0.25096194,-0.159843698,0.128732124,0.125998211
MOCOS,-0.424472032,0.367398259,-0.340027994,0.317932627,0.209073904
MOCS1,-0.165295249,0.128231556,-0.035489217,-0.01239855,0.037996341
MOCS2,0.144495932,0.10880271,-0.18763885,0.204194195,0.087576553
MOCS3,0.111399708,0.006833687,0.097416348,-0.027150578,0.150409187
MOG,-0.095550103,0.230357394,-0.086410118,0.103805041,0.143662834
MOGAT1,-0.195635777,0.016754873,0.080956512,0.023350286,0.168903766
MOGAT2,-0.355672272,0.087563253,-0.035864128,-0.031096572,-0.012941298
MOGAT3,-0.120229832,-0.033624464,0.107686464,-0.08331686,-0.064397347
MOGS,-0.082600786,0.192059232,-0.071573279,0.224305507,0.169712125
MON1A,0.398708989,-0.020507162,0.062931822,0.090512974,0.182101034
MON1B,0.071003179,-0.103302924,0.053964074,-0.048219695,-0.042613246
MON2,-0.269838719,0.184441498,-0.132360467,0.116614709,0.093754701
-MOP 1.00,,,,,
MORC1,0.154788665,0.149361884,0.03761372,-0.091714308,0.115377419
MORC2,0.170035284,-0.080488919,0.154078698,0.008678171,0.111067931
MORC2-AS1,-0.178559767,0.040863988,0.12843366,-0.098700404,0.038792498
MORC3,-0.024483184,0.061178679,-0.1630591,0.121945572,0.045949981
MORC4,0.252079227,-0.047956258,0.118205623,-0.076261217,-0.001911723
MORF4,0.215001088,-0.043870269,0.168243704,-0.012128882,0.145861552
MORF4L1,0.125213875,0.004590562,0.135362999,0.136099359,0.296643485
MORF4L2,-0.002288157,-0.009135364,-0.137260037,-0.025944073,-0.162856444
MORN1,0.19676805,-0.10002449,0.150945342,-0.142403773,-0.084227887
MORN2,0.358980289,-0.086297778,0.001793274,0.12721969,0.072819208
MORN3,0.317890938,-0.05824463,0.164053493,-0.070703953,0.03052659
MORN4,0.380848906,-0.131989381,0.093650696,0.082251516,0.002756838
MORN5,0.356458655,-0.128775175,0.031480946,0.055407764,0.0715983
MOS,0.224918291,-0.147579529,0.087544768,-0.034877334,-0.012669112
MOSC1,0.386766678,-0.106791323,0.150844336,0.012258421,0.057037228
MOSPD1,0.101518074,-0.073531593,0.23244168,-0.073517764,0.135213143
MOSPD2,0.073648481,0.180834552,-0.097046821,0.123462865,0.126372866
MOSPD3,0.215393654,-0.100298837,0.101825413,-0.06075535,-0.004309873
MOV10,0.277526129,-0.046018113,-0.048343279,0.050847168,0.023277732
MOV10L1,-0.028748309,0.132264072,-0.064916377,-0.158828526,-0.160252855
MOXD1,0.215073999,0.110123407,-0.055109863,0.195477237,0.083117523
MPDU1,0.126601583,0.062486442,0.005040791,0.080480408,0.148770986
MPDZ,0.141398123,0.022890748,-0.149646363,0.185094816,0.019979156
MPEG1,0.183115542,-0.034442179,-0.034297525,0.128385172,0.104479753
MPG,0.323023206,-0.070965175,0.239288697,-0.065219806,0.161706539
MPHOSPH10,-0.005200508,0.019342091,0.109676249,-0.061829697,0.003941783
MPHOSPH6,0.310848094,-0.108858688,0.009456552,0.065331133,-0.002036084
MPHOSPH8,-0.141765463,0.055739039,-0.084755086,-0.036385734,-0.015001491
MPHOSPH9,-0.255573585,0.032040689,0.017022664,-0.040226998,0.024936675
MPI,0.319557553,0.043977301,0.006736109,0.185574708,0.21542397
MPL,0.258098363,0.044694339,0.114609067,0.040065619,0.179248719
MPN2,-0.293091633,0.182764871,-0.10496257,-0.090636822,-0.317567625
MPND,0.386623039,-0.007678923,0.143099494,0.066688024,0.220421549
MPO,0.331809346,0.012109131,0.210962608,-0.055932788,0.242395237
MPP1,-0.221842814,0.096416813,0.089597737,0.039757824,0.204137797
MPP2,0.299778377,0.003135995,0.036438542,0.012862084,-0.048402916
MPP3,0.200804628,-0.019611822,-0.02505863,0.130757877,-0.030832945
MPP4,-0.137688628,0.197892029,-0.148462339,-0.012818558,-0.176925831
MPP5,-0.214489969,0.126573863,-0.075032541,0.070983773,0.122236476
MPP6,0.334647541,-0.007558022,-0.016707248,0.17141606,0.225200476
MPP7,-0.284428394,0.146298581,-0.144529297,0.140949016,0.022475891
MPPE1,0.020291523,0.143117068,-0.023899437,0.155379305,0.186164756
MPPED1,0.35971835,-0.110100729,0.317710468,-0.011567821,0.216385349
MPPED2,0.120568021,-0.040206595,0.121725392,-0.052878455,-0.006922899
MPRIP,0.364725465,-0.075476604,0.195385698,-0.042821027,0.19423722
MPST,0.114038425,0.091427448,-0.023747089,0.020656146,0.040337305
MPV17,0.308876903,-0.013206697,0.009062825,0.128149214,0.208137183
MPV17L,-0.110145774,0.032108606,-0.162326553,0.073330757,-0.142376156
MPV17L2,0.397629325,-0.035223704,0.087684388,-0.005826634,0.018461573
MPZ,-0.016114436,-0.185558437,-0.042530219,-0.067393265,-0.165148443
MPZL1,0.310795201,-0.003535385,-0.012239967,0.17205475,0.246082659
MPZL2,0.258222755,-0.037489509,0.224362418,0.111845457,0.465103132
MPZL3,-0.281913518,0.302170418,-0.217496467,0.227291607,0.168576001
MR1,0.370016519,-0.17054919,1.73E-05,0.046127072,-0.114847996
MRAP,0.146287993,0.024340856,0.088817702,-0.033742325,0.121579445
MRAP2,0.039407103,-0.097310286,0.115503362,-0.016767048,0.115822901
MRAS,0.30006463,-0.104985899,-0.012634813,-0.02064704,-0.144338045
MRC1L1,0.231893059,0.089633132,-0.107905107,0.157226937,0.06700585
MRC2,0.236993526,-0.259970778,0.304875973,-0.13073331,0.099847319
MRE11A,0.174958975,-0.013626875,0.124463191,-0.1684475,-0.046168167
MREG,-0.044727219,0.086953338,0.015962029,0.248942333,0.3944701
MRFAP1,0.248147664,-0.059997175,0.017496389,0.112357774,0.066401673
MRFAP1L1,0.14684694,-0.037314908,0.025467805,0.104635805,0.017831797
MRGPRD,0.157204174,-0.103432858,0.054061542,0.01865836,-0.019876441
MRGPRE,0.243567115,-0.076862213,-0.027366562,-0.032442452,0.076500348
MRGPRF,-0.113026223,-0.0356792,0.181952082,0.015200039,0.25615263
MRGPRG,-0.360731879,0.229362089,-0.402337048,0.197992054,-0.242404787
MRGPRX1,-0.528971676,0.289168129,-0.310002323,0.280696854,-0.024040591
MRGPRX2,-0.380021423,0.014174213,-0.168287519,-0.061326337,-0.368268656
MRGPRX4,0.015705143,-0.036298205,-0.033917184,0.039114327,-0.008817011
MRI1,-0.054589884,0.053704391,-0.132309446,0.034541128,-0.129194494
MRM1,0.080437317,0.098389645,0.086021887,0.032038974,0.233431847
MRO,0.41637831,-0.157556051,0.166588969,-0.155431838,0.101600756
MRP63,0.255559273,-0.041040052,0.043605929,0.055035808,0.130319807
MRPL1,-0.065257568,0.07366091,-0.033763211,0.050096533,0.062351928
MRPL10,0.301800407,0.002302638,-0.005519457,0.104652068,0.107151695
MRPL11,0.123371304,0.01035961,-0.043468309,0.169107357,0.174288971
MRPL12,0.074611616,0.091065938,0.114185239,0.109820953,0.360211009
MRPL13,0.250546045,-0.058052025,-0.014251423,0.067351833,0.118077675
MRPL14,0.350339838,-0.022039733,0.080413836,0.034912666,0.161822586
MRPL15,0.038780686,0.067749075,0.024426862,0.227494037,0.306300364
MRPL16,-0.049618377,0.055006607,0.056520941,0.137772032,0.211532699
MRPL17,0.266243073,0.048530986,0.043343554,0.101480461,0.207454871
MRPL18,0.350331406,-0.095841617,0.222951361,0.036707812,0.235610684
MRPL19,-0.03408047,0.012197995,0.134450556,-0.040443661,0.125656463
MRPL2,0.321845503,-0.067312063,0.147784564,0.027327785,0.137233198
MRPL20,0.373564224,-0.102830466,0.011716567,0.145424303,0.105788963
MRPL21,0.171499523,0.113728396,0.030357674,0.180892833,0.262708676
MRPL22,-0.048311477,0.13750095,-0.013807799,0.221345872,0.300245918
MRPL23,0.340382745,-0.028896876,0.016303965,0.164262587,0.173296442
MRPL24,0.276024077,0.041383088,0.071879722,0.104898609,0.168181328
MRPL27,0.124447163,0.058477033,0.198605389,0.069251194,0.399895529
MRPL28,0.433628553,-0.069564151,0.106382499,-0.026929277,0.053656186
MRPL3,0.045112106,0.108276172,-0.149426976,0.16076735,-0.03561235
MRPL30,0.228408873,-0.074319177,0.05708513,0.050818124,0.03606194
MRPL32,0.216290342,-0.092830668,0.109615577,0.115233348,0.138676909
MRPL33,-0.305742055,0.094737562,0.104609367,-0.017293591,0.126136142
MRPL34,-0.231791786,0.134016985,-0.036006559,0.008926969,0.068165318
MRPL35,0.04880097,-0.034323913,0.193887535,-0.011330152,0.201184841
MRPL36,0.299994543,-0.001279342,0.118549082,0.061964073,0.150651246
MRPL37,0.423095333,-0.09020205,0.043576253,0.055561931,0.066801704
MRPL38,0.309964818,-0.049059452,0.159131736,0.008513585,0.205911173
MRPL39,0.1195871,-0.029844048,0.243698449,-0.000197729,0.233328024
MRPL4,0.304913806,-0.03296457,0.225160431,0.054340148,0.303798366
MRPL40,0.221534335,0.064140069,0.012593347,0.211969173,0.300466655
MRPL41,0.287868568,-0.037951096,0.141599366,-0.021534829,0.11875327
MRPL42,0.2771019,-0.022180499,0.142327601,0.094187691,0.250383233
MRPL42P5,-0.107502316,0.012723727,-0.194423802,0.093951709,-0.089599979
MRPL43,-0.143869421,0.165730314,-0.109237021,0.276916283,0.198117838
MRPL44,0.386272349,-0.086320872,0.101614566,-0.112337423,-0.049282938
MRPL45,-0.179740311,0.239184768,-0.22090642,0.084257721,0.03833007
MRPL45P2,0.397715666,-0.0970251,0.135970114,0.029168932,0.178323054
MRPL46,-0.099352876,0.269070843,0.003111464,0.142061681,0.418665152
MRPL47,0.056422079,0.064454453,0.108760565,0.157431943,0.293499675
MRPL48,-0.132008859,0.195425877,-0.079800832,0.161840462,0.244937945
MRPL49,0.267980726,0.011930204,0.086720579,-0.08652106,-0.056960148
MRPL50,-0.158714037,0.086743565,-0.074046602,0.073607927,0.072325872
MRPL51,0.339850437,-0.083994693,0.206763557,0.002953539,0.247398008
MRPL52,0.305090482,-0.042133817,0.17101343,0.039290663,0.228785701
MRPL53,0.359292645,-0.024841067,0.182209192,-0.089512858,0.198271733
MRPL54,0.120164727,0.102574092,0.057306068,0.119113349,0.259945953
MRPL55,0.317115198,-0.009261587,0.001311988,0.035434768,0.03712047
MRPL9,0.11825243,0.079300882,0.067993881,0.074916047,0.185370915
MRPS10,0.090088484,0.039537559,-0.00811205,0.043302879,0.080431861
MRPS11,0.353691806,-0.040934638,0.052030879,0.101907511,0.18163119
MRPS12,0.232158014,0.025383425,0.174325749,-0.051965854,0.202573164
MRPS14,0.228621782,-0.037581532,0.12136427,0.066241542,0.210991238
MRPS15,0.417916135,-0.129983748,0.199446371,0.045332868,0.208348152
MRPS16,0.404866984,-0.02807957,0.041710528,0.042027167,0.10509401
MRPS17,-0.056618245,0.050117667,0.097981404,-0.079144126,0.07514669
MRPS18A,0.365455767,-0.022754033,0.060165432,0.122001606,0.235158591
MRPS18B,0.132833678,0.049527625,-0.033532966,0.128961214,0.162180857
MRPS18C,0.257631603,0.082000832,0.047253364,0.186030446,0.335877494
MRPS2,0.152479649,0.090284179,-0.042354142,0.226114874,0.268513351
MRPS21,0.312257646,-0.028114021,0.1612254,0.101533929,0.253672599
MRPS22,0.27511794,0.00203974,0.118936653,0.147722212,0.330849976
MRPS23,0.216108917,0.138248338,0.03983324,0.09381582,0.237602525
MRPS24,0.180286078,0.118039601,-0.012112082,0.168845419,0.230183253
MRPS25,0.403788737,-0.035168859,0.059481274,0.109743705,0.127189511
MRPS26,-0.084125598,0.022281409,0.183834516,-0.090145716,0.153022425
MRPS27,0.190507243,-0.092352249,0.148908224,-0.074157798,-0.004327792
MRPS28,0.137142331,0.045725368,0.039942978,0.14596482,0.250028766
MRPS30,-0.193624845,0.093176768,0.091888913,0.008646162,0.182020082
MRPS31,-0.000940308,0.093902566,0.051994573,0.146187419,0.258400367
MRPS33,0.38974781,-0.062696961,-0.027357084,0.055333415,-0.056564577
MRPS34,0.274908254,0.001822873,0.188163866,-0.063695313,0.18935897
MRPS35,0.21018934,-0.058089187,0.158840191,0.055930976,0.109966124
MRPS36,-0.041510286,0.009243475,0.025283253,0.14583103,0.204989517
MRPS5,-0.296522919,0.182073248,-0.09753778,0.042896369,0.063399028
MRPS6,0.378808236,-0.140085363,0.066088308,0.001883489,-0.087691965
MRPS7,0.229896301,0.042352792,-0.004642615,0.186230529,0.212509755
MRPS9,0.324557828,0.088364793,0.056731876,0.104255448,0.277054709
MRRF,-0.011492941,0.017625763,0.033266587,0.152152719,0.281306648
MRS2,-0.109612719,0.074500212,-0.047325804,0.094453034,0.148779716
MRTO4,0.286780215,0.018964161,-0.045269044,0.092193532,0.080134412
MRVI1,0.319164875,-0.149378697,0.023487014,-0.02696598,-0.026400848
MS4A1,-0.209356989,-0.078938169,0.086767757,-0.089361368,-0.060596048
MS4A10,-0.208346447,-0.085626349,0.017092468,-0.315582871,-0.480262339
MS4A12,-0.012198607,0.12998643,-0.084913562,-0.15603827,-0.208869204
MS4A13,-0.239950196,0.054062644,0.039343482,-0.021420718,0.060002237
MS4A14,0.153788848,-0.089692006,0.126992679,-0.013466746,0.112364454
MS4A15,0.020726722,0.315522832,-0.045196328,0.194750772,0.407376966
MS4A2,-0.12334519,0.249723769,-0.073234723,0.28313161,0.446647938
MS4A3,0.2240605,0.000244305,0.145611556,0.22089123,0.50932397
MS4A4A,0.213378866,0.068704581,-0.051629163,0.122436392,0.083119563
MS4A6A,0.187886124,0.147380327,-0.021719671,0.083360653,0.216639009
MS4A6E,0.008664573,-0.047239409,0.128258966,0.043172488,0.036642219
MS4A7,0.335008377,-0.013559077,0.009414013,0.054291033,0.184260903
MS4A8B,0.255303607,-0.065216838,-0.018353998,0.016751678,0.005653656
MSANTD1,0.3764401,-0.074038392,0.053783475,0.064602008,-0.024836654
MSANTD3,0.208394367,0.083754772,0.192284051,0.041136411,0.330781643
MSC,0.152899472,-0.381566324,0.338293694,-0.345920042,-0.351601588
MSGN1,0.01471484,0.216759375,-0.093678177,0.0990737,0.09494916
MSH2,0.086066049,0.028721684,-0.036148897,0.118744705,0.125836169
MSH3,0.123277318,-0.057110194,-0.078473905,-0.016511322,-0.089415891
MSH4,-0.067636881,-0.037128418,0.158910198,-0.023555904,0.155827767
MSH5,0.145106244,-0.035322777,0.028088622,0.009189715,0.027228861
MSH6,0.010964238,0.118883983,0.018293591,0.09681139,0.15329593
MSI1,0.041950672,-0.077057339,0.048266868,0.015248971,0.102609203
MSI2,0.25309841,-0.02249959,-0.011937671,0.133251732,0.240180542
MSL1,-0.149174893,0.047523578,-0.035209358,-0.065814767,-0.104795075
MSL2,-0.088213585,0.098497817,-0.01047664,0.005519563,0.046194491
MSL3,-0.049902886,0.066595487,-0.069496346,0.113835007,-0.025634259
MSL3P1,0.097790017,-0.079335155,0.131467264,-0.027047587,-0.026493244
MSLN,0.004317306,-0.13254488,0.114053509,-0.154838714,-0.174889852
MSLNL,0.11471904,0.143351736,-0.143160989,0.338554222,0.373030772
MSMB,0.181651117,-0.0297929,-0.181473906,0.092119918,-0.184656774
MSMP,0.209695852,-0.289129284,0.273285416,-0.120129911,-0.025512246
MSN,0.243908136,0.032033071,0.009302809,0.181303017,0.279523297
MSR1,0.380782989,-0.400397404,0.245643779,-0.322298395,-0.293445212
MSRA,0.334944259,-0.203078073,0.072145941,0.130159137,-0.015800094
MSRB2,0.348318592,-0.086969918,0.092943019,0.152717677,0.214737096
MSRB3,-0.188641417,0.041610912,0.072720754,0.011181955,0.228695133
MST1,0.054024851,0.05522145,-0.019734572,0.02527831,0.045646178
MST1P9,-0.469841076,0.444307908,-0.252124302,0.263847779,0.136190112
MST1R,-0.306174064,0.068852656,-0.135966698,-0.12607437,-0.258347302
MSTN,0.03819497,0.131562477,-0.178693188,0.035723881,-0.155976396
MSTO1,0.147407164,0.125501691,0.018904032,0.043366777,0.139747153
MSX1,0.156079179,-0.035373771,0.033157351,-0.007039634,0.09426299
MSX2,0.093321373,-0.33639948,0.195222346,-0.148304528,0.046766199
MSX2P1,-0.037746827,-0.018345117,0.163932254,-0.279552141,-0.272143947
MT1A,0.399200421,-0.194364727,0.125566358,-0.04323324,-0.013316105
MT1B,0.454911095,-0.226980581,0.163334471,-0.045303735,0.022959643
MT1E,0.399599276,-0.164405585,0.088005591,0.008944173,0.037290688
MT1F,0.398024151,-0.182826798,0.09791572,0.054129866,0.080273097
MT1G,0.398589834,-0.173423345,0.075267398,-0.004699043,0.000925419
MT1H,0.345275779,-0.106631475,0.04998071,-0.044530344,-0.002412572
MT1L,0.37338366,-0.168191823,0.0536421,0.030386672,-0.012664534
MT1M,0.305431303,-0.193545891,0.047975738,0.060003728,-0.005582419
MT1X,0.40529628,-0.135661227,0.064263754,0.036147805,0.052775772
MT2A,0.308002581,-0.118016855,-0.018259358,0.069708963,-0.06213468
MT3,0.316872953,-0.104247228,0.089035568,-0.092319702,-0.063498199
MT4,0.015010826,-0.25579196,0.103191296,-0.390934987,-0.46183125
MTA1,0.242583244,-0.134124649,0.121818687,-0.105633731,-0.073882254
MTA2,0.154347884,-0.141649983,0.157957817,-0.120254521,-0.019074489
MTA3,0.221167652,-0.138309515,0.041201954,-0.02499624,-0.100427888
MTAP,-0.266376018,0.197172223,-0.03478666,0.088995336,0.250955045
MTBP,-0.192682789,0.007497784,0.050295123,-0.093533079,-0.090381455
MTCH1,0.373024958,-0.018125354,0.012411823,0.115263006,0.121616583
MTCH2,0.227463188,-0.004740742,-0.031037487,0.070932555,0.01340504
MTCP1,0.293880779,-0.224963046,0.132053723,0.023316405,0.158511141
MTCP1NB,0.132059158,-0.010156826,-0.056709878,0.133793293,0.097648504
MTDH,-0.192014996,0.210031281,-0.073723032,0.016796471,0.124744463
MTERF,0.067998642,-0.028145118,0.103660599,0.019592441,0.139537266
MTERFD1,0.00116638,0.003031423,0.038206457,0.080261538,0.092331087
MTERFD2,-0.264292202,0.263820639,-0.321440554,0.277817585,0.093437497
MTERFD3,0.202134558,-0.140204675,0.032051415,0.004877625,-0.053338329
MTF1,-0.173642296,0.039025632,-0.063051562,-0.014242897,-0.043132338
MTF2,-0.089873593,0.065744808,-0.050241494,-0.040256933,-0.082912393
MTFMT,0.142339296,0.078930976,-0.023835623,0.165817356,0.204891989
MTFR1,-0.182479759,0.133960986,-0.022767594,-0.119205767,0.059343519
MTG1,-0.326671329,0.135679147,-0.090657796,0.039615089,-0.022880075
MTHFD1,0.024999782,0.054882361,-0.166846912,0.190821909,0.082001497
MTHFD1L,0.173151952,0.04530365,-0.070256844,0.136248579,0.104542174
MTHFD2,0.058438433,0.07395242,0.088843407,0.182844347,0.374527706
MTHFD2L,-0.281806537,0.099904009,-0.111355865,-0.137499277,-0.225997071
MTHFR,-0.096887104,-0.066317527,-0.052974055,0.050145729,-0.152842981
MTHFS,0.366043763,-0.067269504,0.069582034,0.07812047,0.141304156
MTHFSD,0.170024608,-0.077630656,0.13132219,0.046914526,0.138934639
MTIF2,-0.086703992,0.215521437,-0.008954945,0.200412533,0.33038142
MTIF3,-0.105565816,0.087155242,-0.162210696,0.252940916,0.173020475
MTL 5.00,0.211468717,-0.059194219,0.070271656,0.141147925,0.3209723
MTM1,0.150698716,0.047057046,-0.1303496,0.08776983,0.030907683
MTMR1,0.061625259,-0.157783695,0.040413518,0.019188802,-0.199744171
MTMR10,-0.083576615,0.161658988,-0.047630706,0.122681585,0.196180231
MTMR11,-0.063461577,-0.087040044,-0.15811848,0.223138239,-0.020672673
MTMR12,0.038584622,0.000748412,-0.070497752,-0.041354493,-0.249232142
MTMR14,-0.126926709,0.070480679,0.039147846,-0.082735959,0.006671289
MTMR15,-0.201908092,0.124530663,-0.045137194,0.001026487,0.054051413
MTMR2,0.053865724,0.086156316,0.177098126,0.042830605,0.284105306
MTMR3,0.196400734,-0.048749515,-0.034172175,0.06369367,-0.036417922
MTMR4,-0.107562465,0.175579728,-0.215119272,0.049076554,0.082203418
MTMR6,0.061454199,0.035830633,0.002744513,0.029394022,-0.049483957
MTMR7,-0.177313986,0.062126482,-0.083623146,-0.011720554,-0.088229576
MTMR8,0.039168408,-0.084433592,-0.013084618,-0.061174109,-0.099579978
MTMR9,0.245687473,0.024558088,0.035423724,0.083276996,0.11708734
MTMR9LP,0.158032592,0.050395976,0.078324471,0.075258664,0.101947895
MTND4P12,0.090133064,-0.064074721,0.141545573,-0.138945652,0.005357785
MTNR1A,0.143844287,0.180424536,-0.049582346,0.320128689,0.483424144
MTNR1B,-0.475515718,0.179441955,-0.187069719,-0.069327789,-0.272611341
MTO1,0.039353113,0.138142685,0.092442107,0.118827642,0.319240729
MTOR,0.063082397,0.052227593,-0.079948022,-0.000803713,-0.042942595
MTP 18.00,-0.114001269,0.112761247,0.099899339,0.016059295,0.280184274
MTPAP,-0.209480345,0.159818247,0.038219957,-0.002315667,0.174064546
MTPN,0.29537863,-0.019661157,-0.119165964,0.117318686,-0.064698163
MTR,-0.31321908,0.183078119,-0.277202046,0.130833169,-0.095281516
MTRF1,-0.128241819,0.10784999,-0.065230036,0.122186904,0.121015778
MTRF1L,0.15018854,0.03259313,0.171164255,-0.01171695,0.265709246
MTRR,-0.227958502,0.196190478,-0.081080016,0.010202941,0.055386056
MTSS1,0.080135722,0.078686256,-0.064143644,0.137664133,0.186119641
MTSS1L,0.269299164,-0.0446743,-0.119079796,0.088733027,-0.024823058
MTTP,0.03471055,0.05795044,-0.188780215,0.244333531,0.201020005
MTUS1,-0.154688856,0.218594465,-0.115792501,0.051915352,0.107873373
MTUS2,-0.342713,0.096504573,-0.038808332,0.082647136,0.051825813
MTX1,0.258596007,-0.008664641,0.044554197,0.102768952,0.154104003
MTX2,0.253687291,0.002271714,0.088606126,0.081006332,0.142942264
MTX3,-0.006210608,0.104006703,-0.090141391,0.190547365,0.287682987
MUC1,0.021300215,-0.070787476,-0.148481817,0.103479661,-0.079312096
MUC12,-0.063001156,0.102787171,-0.105840723,0.141316467,0.056095603
MUC13,-0.133792216,-0.121549789,0.087805984,-0.199061632,-0.235911845
MUC16,-0.352819833,0.43771673,-0.225172638,0.305972968,0.284080557
MUC17,,,,,
MUC19,0.135198922,-0.044172211,0.257234587,-0.062469683,0.34146138
MUC2,0.176009383,-0.038854911,0.150987228,-0.048182539,0.111389442
MUC20,-0.100518453,0.106585347,0.008259272,0.041909245,0.137562538
MUC22,-0.514588599,0.509561516,-0.331053863,0.476535684,0.332277476
MUC3,0.035897402,-0.077718589,0.03710809,-0.002402633,0.022160641
MUC3A,0.111301998,-0.023775248,0.106925275,-0.037657323,0.101170503
MUC3B,-0.06588463,0.177679255,-0.208892827,0.402345384,0.199174815
MUC4,0.294713512,-0.092306114,0.104149243,-0.025105243,0.101013398
MUC5AC,0.014273604,0.011973723,-0.168660712,0.209691134,-0.015503206
MUC6,0.036476071,-0.061400817,-0.0782941,-0.020234744,-0.081345653
MUC7,-0.259248748,0.409412678,-0.280762386,0.257947356,0.021049075
MUC8,0.079532459,-0.007201792,0.056566182,-0.024886381,0.097817262
MUCL1,0.222452441,-0.020517255,0.336433552,-0.063797928,0.357792509
MUDENG,-0.009744997,0.098808235,-0.083144964,0.076626401,0.14415436
MUL1,0.203476732,0.060953793,0.031280277,0.087656995,0.254196323
MUM1,-0.22940933,0.049871821,0.066688453,0.022487534,0.050490784
MUM1L1,0.504475466,-0.113207279,0.262004272,-0.110933403,0.055493083
MUPCDH,-0.217015107,0.239856585,-0.151561998,0.18544566,0.117308902
MURC,-0.060732599,0.049206671,0.195922775,-0.13990094,0.026840723
MUS81,-0.065136097,0.065748717,-0.10764225,0.067109452,-0.075123339
MUSK,0.055250655,-0.083103587,0.061333071,-0.088058668,-0.004814982
MUSTN1,0.021850242,-0.034651732,0.324155937,-0.126634623,0.209717102
MUT,0.189251895,0.101312156,0.002348715,0.10259892,0.207256958
MUTED,0.044270315,0.097641627,0.012446563,0.06973719,0.256110214
MUTYH,0.025967465,0.009965733,0.089923022,-0.09061646,0.039988013
MVD,0.457507717,-0.122260219,0.135828669,-0.047885741,0.019712541
MVK,0.19157832,0.112105576,-0.004133351,0.117884004,0.197144749
MVP,-0.053668572,0.197070749,0.050431831,0.035209574,0.227511603
MX1,-0.157319681,0.070989966,0.083497212,0.103405771,0.312755997
MX2,0.073233086,-0.008808817,0.010243078,-0.100648675,-0.155307851
MXD1,-0.214014448,0.010371689,0.073073087,-0.066986286,-0.005082057
MXD3,0.012016623,-0.049345674,-0.054721498,0.053481856,0.047663097
MXD4,-0.002015474,-0.091139641,0.071878677,-0.02884041,-0.00314265
MXI1,-0.319624244,0.235280675,-0.225442629,0.057236731,0.095772732
MXRA5,0.262366525,-0.066110293,0.247095206,-0.03767243,0.292752797
MXRA7,0.301339201,0.017492897,0.095728822,0.189119824,0.320629442
MXRA8,0.260807506,-0.125450364,0.115480102,0.088128884,0.144006545
MYADM,0.170902487,-0.040875444,0.021098092,0.065776063,0.057648647
MYADML,-0.041581924,-0.109316797,0.070727363,0.072939106,-0.042882522
MYADML2,0.142549618,0.172573589,-0.028585676,0.105684224,0.204746872
MYB,0.28491102,-0.013609441,-0.066888539,0.050497404,-0.085484543
MYBBP1A,-0.242813336,0.076611463,-0.009938625,-0.01992946,0.08463802
MYBL1,0.134337455,0.138692431,0.048886287,0.155168269,0.481922209
MYBL2,0.144379972,0.009528503,0.064507213,0.031725646,0.149493032
MYBPC1,0.500417699,-0.201048678,0.284374239,-0.098082594,0.011719713
MYBPC2,0.46883467,-0.268489942,0.383004518,-0.11425808,0.065937804
MYBPC3,0.005973579,0.007829278,0.040225773,-0.017194287,0.108480175
MYBPH,0.225611298,-0.066820505,0.079485392,-0.004727095,0.08397963
MYBPHL,-0.388704416,0.117814926,-0.018752451,-0.094132348,-0.114523102
MYC,-0.130914378,0.138298394,-0.18134759,0.315827059,0.203777414
MYCBP,-0.029696686,0.061608083,-0.03625027,0.148016662,0.130026649
MYCBP2,0.026736023,-0.039985518,0.052300987,-0.097685535,-0.16473686
